Date,Open,High,Low,Close,Adj Close,Volume
2/12/2018,557.400024,560.299988,548.900024,551.400024,506.263214,6291972
2/14/2018,553,558.650024,545.099976,548.875,503.944885,8345712
2/15/2018,551.5,564.849976,551.5,557.224976,511.61142,7986736
2/16/2018,562.5,570.825012,559.049988,564.025024,517.854736,9889222
2/19/2018,564.200012,568,560.150024,565.875,519.553284,6461840
2/20/2018,551.875,574.75,551.875,568.474976,521.940369,7188594
2/21/2018,573.75,575.950012,570,573.700012,526.737793,13771358
2/22/2018,572.775024,582,570.224976,580.375,532.866333,17859974
2/23/2018,581.75,583,573.375,577.825012,530.525085,9459828
2/26/2018,575.5,577.525024,567.174988,569.299988,522.697937,5083608
2/27/2018,572.474976,576.825012,562.825012,575.099976,528.023193,6616026
2/28/2018,573.799988,594.75,571.275024,586.299988,538.306335,17268416
3/1/2018,584.799988,584.799988,578.025024,580.375,532.866333,6579852
3/5/2018,580.375,585.400024,571.625,577.950012,530.639954,8101456
3/6/2018,581.275024,582.700012,571.799988,575.674988,528.551025,6689734
3/7/2018,577.5,580,569.025024,572.049988,525.222778,6370416
3/8/2018,574.5,582.900024,574.5,578.325012,530.984192,6093014
3/9/2018,581.174988,583,577.775024,581.700012,534.082825,4220964
3/12/2018,588,595.924988,585.875,592.875,544.34314,7676970
3/13/2018,590.099976,598.5,587.575012,591.900024,543.447876,8581052
3/14/2018,590,595.299988,584.549988,590.400024,542.070679,4429710
3/15/2018,590,594.200012,586,591.25,542.851135,6101500
3/16/2018,591,591.200012,584.625,585.950012,537.984985,17954826
3/19/2018,582,590.25,571.325012,573.375,526.439331,7526620
3/20/2018,574.299988,585,574.299988,582.275024,534.61084,8553766
3/21/2018,585,587.75,581.099976,583.75,535.965027,7692994
3/22/2018,582.25,588.724976,577.650024,580.650024,533.118896,6813168
3/23/2018,573.5,586.900024,571.174988,583.799988,536.010986,12008084
3/26/2018,583.450012,583.450012,572,577.625,530.341309,8930722
3/27/2018,580,580.650024,575.049988,577,529.7677,3802088
3/28/2018,575.375,575.375,563.125,565.900024,519.576294,12558322
4/2/2018,570.5,574.775024,560.650024,568.575012,522.032349,8072702
4/3/2018,567.349976,571.775024,564.049988,570.224976,523.54718,4077168
4/4/2018,572,572.275024,560,562.099976,516.087219,4813302
4/5/2018,569.775024,575.650024,564.549988,573.775024,526.806641,7763544
4/6/2018,571.5,573,561.049988,563.5,517.372742,5937742
4/9/2018,562.5,562.900024,553.275024,555.625,510.142303,7202882
4/10/2018,556,562.25,552.700012,556.700012,511.129272,8926058
4/11/2018,559,565.75,558.25,562.125,516.110291,9025574
4/12/2018,564.724976,586.375,562.5,581.299988,533.715759,17044366
4/13/2018,587,592.950012,575.125,585.724976,537.778442,21227038
4/16/2018,551,570,551,566.599976,520.218933,24745084
4/17/2018,563.5,563.700012,557.5,562.599976,516.546387,10397940
4/18/2018,561.424988,567.375,556.924988,562.974976,516.890747,10430380
4/19/2018,562,569.900024,561.549988,566.424988,520.058228,8525542
4/20/2018,569.5,596.849976,568.474976,589.224976,540.991943,24272692
4/23/2018,584,607.200012,577.625,593.849976,545.238281,21830638
4/24/2018,592.5,598.200012,575.049988,577.25,529.997192,8526216
4/25/2018,576,585.5,572.599976,580.174988,532.682739,11594178
4/26/2018,587,590.825012,580,588.224976,540.073792,11302084
4/27/2018,590,595.799988,587.099976,592.599976,544.090637,7663370
4/30/2018,590.849976,603.974976,590.325012,599.75,550.655334,5511678
5/2/2018,599.450012,600.799988,590.5,598.525024,549.530701,10295042
